SIM G1 G2 G3 G4 G5 G6 G7 G8 G9 G10
SIM57 GCF_002213705.1_cds_from_genomic.fna.gz GCF_002760955.1_cds_from_genomic.fna.gz GCF_003711005.1_cds_from_genomic.fna.gz GCF_003856635.1_cds_from_genomic.fna.gz GCF_001752945.1_cds_from_genomic.fna.gz GCF_003031225.1_cds_from_genomic.fna.gz GCF_001900495.1_cds_from_genomic.fna.gz GCF_001676765.1_cds_from_genomic.fna.gz GCF_000156855.2_cds_from_genomic.fna.gz GCF_001661115.1_cds_from_genomic.fna.gz
SIM58 GCF_007559125.1_cds_from_genomic.fna.gz GCF_002089035.2_cds_from_genomic.fna.gz GCF_004328575.1_cds_from_genomic.fna.gz GCF_003600355.1_cds_from_genomic.fna.gz GCF_009363815.1_cds_from_genomic.fna.gz GCF_004154385.1_cds_from_genomic.fna.gz GCF_000967405.1_cds_from_genomic.fna.gz GCF_008619595.1_cds_from_genomic.fna.gz GCF_000011885.1_cds_from_genomic.fna.gz GCF_005163245.1_cds_from_genomic.fna.gz
SIM59 GCF_000027025.1_cds_from_genomic.fna.gz GCF_004526275.1_cds_from_genomic.fna.gz GCF_002813875.1_cds_from_genomic.fna.gz GCF_000486725.2_cds_from_genomic.fna.gz GCF_000832445.1_cds_from_genomic.fna.gz GCF_003855575.1_cds_from_genomic.fna.gz GCF_009939765.1_cds_from_genomic.fna.gz GCF_003584725.1_cds_from_genomic.fna.gz GCF_000262655.1_cds_from_genomic.fna.gz GCF_003351425.1_cds_from_genomic.fna.gz
SIM60 GCF_003181035.1_cds_from_genomic.fna.gz GCF_900236515.1_cds_from_genomic.fna.gz GCF_008926145.1_cds_from_genomic.fna.gz GCF_900474905.1_cds_from_genomic.fna.gz GCF_000403575.2_cds_from_genomic.fna.gz GCF_000067165.1_cds_from_genomic.fna.gz GCF_005161825.1_cds_from_genomic.fna.gz GCF_009867015.1_cds_from_genomic.fna.gz GCF_002953335.1_cds_from_genomic.fna.gz GCF_002201835.1_cds_from_genomic.fna.gz
SIM61 GCF_005280695.1_cds_from_genomic.fna.gz GCF_003692675.1_cds_from_genomic.fna.gz GCF_001644725.1_cds_from_genomic.fna.gz GCF_003194225.1_cds_from_genomic.fna.gz GCF_001050455.1_cds_from_genomic.fna.gz GCF_000007385.1_cds_from_genomic.fna.gz GCF_000227625.1_cds_from_genomic.fna.gz GCF_003018055.1_cds_from_genomic.fna.gz GCF_000083565.1_cds_from_genomic.fna.gz GCF_005158025.1_cds_from_genomic.fna.gz
SIM62 GCF_009866725.1_cds_from_genomic.fna.gz GCF_002216125.1_cds_from_genomic.fna.gz GCF_002078475.2_cds_from_genomic.fna.gz GCF_003425485.1_cds_from_genomic.fna.gz GCF_009664755.1_cds_from_genomic.fna.gz GCF_001901065.1_cds_from_genomic.fna.gz GCF_003122405.1_cds_from_genomic.fna.gz GCF_001596775.2_cds_from_genomic.fna.gz GCF_001890205.1_cds_from_genomic.fna.gz GCF_000017205.1_cds_from_genomic.fna.gz
SIM63 GCF_001518775.1_cds_from_genomic.fna.gz GCF_001644725.1_cds_from_genomic.fna.gz GCF_002192275.1_cds_from_genomic.fna.gz GCF_900638605.1_cds_from_genomic.fna.gz GCF_004919405.1_cds_from_genomic.fna.gz GCF_001017635.1_cds_from_genomic.fna.gz GCF_003073975.1_cds_from_genomic.fna.gz GCF_009497695.1_cds_from_genomic.fna.gz GCF_004355845.1_cds_from_genomic.fna.gz GCF_012222485.1_cds_from_genomic.fna.gz
SIM64 GCF_008619415.1_cds_from_genomic.fna.gz GCF_002966715.1_cds_from_genomic.fna.gz GCF_001047655.1_cds_from_genomic.fna.gz GCF_007998145.1_cds_from_genomic.fna.gz GCF_003193645.1_cds_from_genomic.fna.gz GCF_000203855.3_cds_from_genomic.fna.gz GCF_002953175.1_cds_from_genomic.fna.gz GCF_004028295.1_cds_from_genomic.fna.gz GCF_001558515.2_cds_from_genomic.fna.gz GCF_003269465.1_cds_from_genomic.fna.gz
SIM65 GCF_900639405.1_cds_from_genomic.fna.gz GCF_002310695.1_cds_from_genomic.fna.gz GCF_002215195.1_cds_from_genomic.fna.gz GCF_001456295.1_cds_from_genomic.fna.gz GCF_002866225.1_cds_from_genomic.fna.gz GCF_003956405.1_cds_from_genomic.fna.gz GCF_900324305.1_cds_from_genomic.fna.gz GCF_009909505.1_cds_from_genomic.fna.gz GCF_004295385.1_cds_from_genomic.fna.gz GCF_004010695.1_cds_from_genomic.fna.gz
SIM66 GCF_003584585.1_cds_from_genomic.fna.gz GCF_003855215.1_cds_from_genomic.fna.gz GCF_003798345.1_cds_from_genomic.fna.gz GCF_001697325.1_cds_from_genomic.fna.gz GCF_002176835.1_cds_from_genomic.fna.gz GCF_003798245.1_cds_from_genomic.fna.gz GCF_000008745.1_cds_from_genomic.fna.gz GCF_000092485.1_cds_from_genomic.fna.gz GCF_001890265.1_cds_from_genomic.fna.gz GCF_900324325.1_cds_from_genomic.fna.gz
SIM67 GCF_009912255.1_cds_from_genomic.fna.gz GCF_002997215.1_cds_from_genomic.fna.gz GCF_004355525.1_cds_from_genomic.fna.gz GCF_001752905.1_cds_from_genomic.fna.gz GCF_000008685.2_cds_from_genomic.fna.gz GCF_003052025.1_cds_from_genomic.fna.gz GCF_002587165.1_cds_from_genomic.fna.gz GCF_003004155.1_cds_from_genomic.fna.gz GCF_001275545.2_cds_from_genomic.fna.gz GCF_001541905.1_cds_from_genomic.fna.gz
SIM68 GCF_000827955.1_cds_from_genomic.fna.gz GCF_009905195.1_cds_from_genomic.fna.gz GCF_001900775.1_cds_from_genomic.fna.gz GCF_002850395.1_cds_from_genomic.fna.gz GCF_002761055.1_cds_from_genomic.fna.gz GCF_000487915.2_cds_from_genomic.fna.gz GCF_009791455.1_cds_from_genomic.fna.gz GCF_002754835.1_cds_from_genomic.fna.gz GCF_001277275.1_cds_from_genomic.fna.gz GCF_003018235.1_cds_from_genomic.fna.gz
SIM69 GCF_009762495.1_cds_from_genomic.fna.gz GCF_003345275.1_cds_from_genomic.fna.gz GCF_001753145.1_cds_from_genomic.fna.gz GCF_002833425.1_cds_from_genomic.fna.gz GCF_002859245.1_cds_from_genomic.fna.gz GCF_011045595.1_cds_from_genomic.fna.gz GCF_000024145.1_cds_from_genomic.fna.gz GCF_000626195.1_cds_from_genomic.fna.gz GCF_003060745.1_cds_from_genomic.fna.gz GCF_003313545.1_cds_from_genomic.fna.gz
SIM70 GCF_004136395.1_cds_from_genomic.fna.gz GCF_002865885.1_cds_from_genomic.fna.gz GCF_009938075.1_cds_from_genomic.fna.gz GCF_002753055.1_cds_from_genomic.fna.gz GCF_003573835.1_cds_from_genomic.fna.gz GCF_001752965.1_cds_from_genomic.fna.gz GCF_002448035.1_cds_from_genomic.fna.gz GCF_002156745.1_cds_from_genomic.fna.gz GCF_002761495.1_cds_from_genomic.fna.gz GCF_009729915.1_cds_from_genomic.fna.gz
SIM71 GCF_002313025.1_cds_from_genomic.fna.gz GCF_002204915.1_cds_from_genomic.fna.gz GCF_001623805.1_cds_from_genomic.fna.gz GCF_011304815.1_cds_from_genomic.fna.gz GCF_004772215.1_cds_from_genomic.fna.gz GCF_009800225.1_cds_from_genomic.fna.gz GCF_000625855.1_cds_from_genomic.fna.gz GCF_900607285.1_cds_from_genomic.fna.gz GCF_009806695.1_cds_from_genomic.fna.gz GCF_008619415.1_cds_from_genomic.fna.gz
SIM72 GCF_000959625.1_cds_from_genomic.fna.gz GCF_002357895.1_cds_from_genomic.fna.gz GCF_003031265.1_cds_from_genomic.fna.gz GCF_002447255.1_cds_from_genomic.fna.gz GCF_001506925.1_cds_from_genomic.fna.gz GCF_002355715.1_cds_from_genomic.fna.gz GCF_001887555.1_cds_from_genomic.fna.gz GCF_004101865.1_cds_from_genomic.fna.gz GCF_002234455.1_cds_from_genomic.fna.gz GCF_001587155.1_cds_from_genomic.fna.gz
SIM73 GCF_000807355.1_cds_from_genomic.fna.gz GCF_003018455.1_cds_from_genomic.fna.gz GCF_003852255.1_cds_from_genomic.fna.gz GCF_002011965.1_cds_from_genomic.fna.gz GCF_003515185.1_cds_from_genomic.fna.gz GCF_000021725.1_cds_from_genomic.fna.gz GCF_000626695.2_cds_from_genomic.fna.gz GCF_000238455.2_cds_from_genomic.fna.gz GCF_000422045.1_cds_from_genomic.fna.gz GCF_000019985.1_cds_from_genomic.fna.gz
SIM74 GCF_009762965.1_cds_from_genomic.fna.gz GCF_003122105.1_cds_from_genomic.fna.gz GCF_009664795.1_cds_from_genomic.fna.gz GCF_000833165.1_cds_from_genomic.fna.gz GCF_003719555.1_cds_from_genomic.fna.gz GCF_000817065.1_cds_from_genomic.fna.gz GCF_000829095.1_cds_from_genomic.fna.gz GCF_000272775.4_cds_from_genomic.fna.gz GCF_000307795.1_cds_from_genomic.fna.gz GCF_003076435.1_cds_from_genomic.fna.gz
SIM75 GCF_003710205.1_cds_from_genomic.fna.gz GCF_000967405.1_cds_from_genomic.fna.gz GCF_900323925.1_cds_from_genomic.fna.gz GCF_001721705.1_cds_from_genomic.fna.gz GCF_003429185.1_cds_from_genomic.fna.gz GCF_002447615.1_cds_from_genomic.fna.gz GCF_003186205.1_cds_from_genomic.fna.gz GCF_001690075.1_cds_from_genomic.fna.gz GCF_002812425.1_cds_from_genomic.fna.gz GCF_007858535.1_cds_from_genomic.fna.gz
SIM76 GCF_001886555.1_cds_from_genomic.fna.gz GCF_000931625.1_cds_from_genomic.fna.gz GCF_000359505.1_cds_from_genomic.fna.gz GCF_003956305.1_cds_from_genomic.fna.gz GCF_009433135.1_cds_from_genomic.fna.gz GCF_002310655.1_cds_from_genomic.fna.gz GCF_004795775.1_cds_from_genomic.fna.gz GCF_004355145.1_cds_from_genomic.fna.gz GCF_002263015.1_cds_from_genomic.fna.gz GCF_003112145.1_cds_from_genomic.fna.gz
SIM77 GCF_000339015.1_cds_from_genomic.fna.gz GCF_003031545.1_cds_from_genomic.fna.gz GCF_003812485.1_cds_from_genomic.fna.gz GCF_000046685.1_cds_from_genomic.fna.gz GCF_005890015.1_cds_from_genomic.fna.gz GCF_900639355.1_cds_from_genomic.fna.gz GCF_009947985.1_cds_from_genomic.fna.gz GCF_900236375.1_cds_from_genomic.fna.gz GCF_900520395.1_cds_from_genomic.fna.gz GCF_002346065.1_cds_from_genomic.fna.gz
SIM78 GCF_000195995.1_cds_from_genomic.fna.gz GCF_009664735.1_cds_from_genomic.fna.gz GCF_000230295.1_cds_from_genomic.fna.gz GCF_902723695.1_cds_from_genomic.fna.gz GCF_001887985.3_cds_from_genomic.fna.gz GCF_001516185.2_cds_from_genomic.fna.gz GCF_008124305.1_cds_from_genomic.fna.gz GCF_000184205.1_cds_from_genomic.fna.gz GCF_001544955.1_cds_from_genomic.fna.gz GCF_002812905.2_cds_from_genomic.fna.gz
SIM79 GCF_000568475.1_cds_from_genomic.fna.gz GCF_009662155.1_cds_from_genomic.fna.gz GCF_002215195.1_cds_from_genomic.fna.gz GCF_001578145.1_cds_from_genomic.fna.gz GCF_000344475.3_cds_from_genomic.fna.gz GCF_003798385.1_cds_from_genomic.fna.gz GCF_001753145.1_cds_from_genomic.fna.gz GCF_002881235.1_cds_from_genomic.fna.gz GCF_002852365.2_cds_from_genomic.fna.gz GCF_000017905.1_cds_from_genomic.fna.gz
SIM80 GCF_001900335.1_cds_from_genomic.fna.gz GCF_003288035.1_cds_from_genomic.fna.gz GCF_010669025.1_cds_from_genomic.fna.gz GCF_005843965.1_cds_from_genomic.fna.gz GCF_000756205.1_cds_from_genomic.fna.gz GCF_000186665.3_cds_from_genomic.fna.gz GCF_900636695.1_cds_from_genomic.fna.gz GCF_010443215.1_cds_from_genomic.fna.gz GCF_000385905.1_cds_from_genomic.fna.gz GCF_000706685.1_cds_from_genomic.fna.gz
SIM81 GCF_002214125.1_cds_from_genomic.fna.gz GCF_001880185.2_cds_from_genomic.fna.gz GCF_001989475.1_cds_from_genomic.fna.gz GCF_002025025.1_cds_from_genomic.fna.gz GCF_000007205.1_cds_from_genomic.fna.gz GCF_001647915.1_cds_from_genomic.fna.gz GCF_003030365.1_cds_from_genomic.fna.gz GCF_001890445.1_cds_from_genomic.fna.gz GCF_009834565.1_cds_from_genomic.fna.gz GCF_002096035.1_cds_from_genomic.fna.gz
SIM82 GCF_000466105.2_cds_from_genomic.fna.gz GCF_001854425.1_cds_from_genomic.fna.gz GCF_000017745.1_cds_from_genomic.fna.gz GCF_002236895.1_cds_from_genomic.fna.gz GCF_001651965.2_cds_from_genomic.fna.gz GCF_002208705.2_cds_from_genomic.fna.gz GCF_009664695.1_cds_from_genomic.fna.gz GCF_000800215.1_cds_from_genomic.fna.gz GCF_001314975.1_cds_from_genomic.fna.gz GCF_009867055.1_cds_from_genomic.fna.gz
SIM83 GCF_006094295.1_cds_from_genomic.fna.gz GCF_003354565.1_cds_from_genomic.fna.gz GCF_002180175.1_cds_from_genomic.fna.gz GCF_000009665.1_cds_from_genomic.fna.gz GCF_900475535.1_cds_from_genomic.fna.gz GCF_902703215.1_cds_from_genomic.fna.gz GCF_008630895.1_cds_from_genomic.fna.gz GCF_003595175.1_cds_from_genomic.fna.gz GCF_010183685.1_cds_from_genomic.fna.gz GCF_003073555.1_cds_from_genomic.fna.gz
SIM84 GCF_006364675.1_cds_from_genomic.fna.gz GCF_001635895.1_cds_from_genomic.fna.gz GCF_009913835.1_cds_from_genomic.fna.gz GCF_001047715.1_cds_from_genomic.fna.gz GCF_000445015.1_cds_from_genomic.fna.gz GCF_003073875.1_cds_from_genomic.fna.gz GCF_003367555.1_cds_from_genomic.fna.gz GCF_003410335.1_cds_from_genomic.fna.gz GCF_006970065.1_cds_from_genomic.fna.gz GCF_002633865.1_cds_from_genomic.fna.gz
SIM85 GCF_001433515.1_cds_from_genomic.fna.gz GCF_000292485.1_cds_from_genomic.fna.gz GCF_007107165.1_cds_from_genomic.fna.gz GCF_900235815.1_cds_from_genomic.fna.gz GCF_002088315.1_cds_from_genomic.fna.gz GCF_001455995.1_cds_from_genomic.fna.gz GCF_900635805.1_cds_from_genomic.fna.gz GCF_000010025.1_cds_from_genomic.fna.gz GCF_003352405.1_cds_from_genomic.fna.gz GCF_000626175.1_cds_from_genomic.fna.gz
SIM86 GCF_002088355.1_cds_from_genomic.fna.gz GCF_001865635.3_cds_from_genomic.fna.gz GCF_009912295.1_cds_from_genomic.fna.gz GCF_002180295.1_cds_from_genomic.fna.gz GCF_900323965.1_cds_from_genomic.fna.gz GCF_002741575.1_cds_from_genomic.fna.gz GCF_900087625.2_cds_from_genomic.fna.gz GCF_001592425.1_cds_from_genomic.fna.gz GCF_000835265.1_cds_from_genomic.fna.gz GCF_006165285.1_cds_from_genomic.fna.gz
SIM87 GCF_001127485.2_cds_from_genomic.fna.gz GCF_001641025.1_cds_from_genomic.fna.gz GCF_012109355.1_cds_from_genomic.fna.gz GCF_000497485.1_cds_from_genomic.fna.gz GCF_900639515.1_cds_from_genomic.fna.gz GCF_000017105.1_cds_from_genomic.fna.gz GCF_008620055.1_cds_from_genomic.fna.gz GCF_000019765.1_cds_from_genomic.fna.gz GCF_004101525.1_cds_from_genomic.fna.gz GCF_001554095.1_cds_from_genomic.fna.gz
SIM88 GCF_900639405.1_cds_from_genomic.fna.gz GCF_003856695.1_cds_from_genomic.fna.gz GCF_009665475.1_cds_from_genomic.fna.gz GCF_000015965.1_cds_from_genomic.fna.gz GCF_002012085.1_cds_from_genomic.fna.gz GCF_001693295.1_cds_from_genomic.fna.gz GCF_001148125.2_cds_from_genomic.fna.gz GCF_002220515.1_cds_from_genomic.fna.gz GCF_003193665.1_cds_from_genomic.fna.gz GCF_002285655.1_cds_from_genomic.fna.gz
SIM89 GCF_002058765.1_cds_from_genomic.fna.gz GCF_006337285.1_cds_from_genomic.fna.gz GCF_000012205.1_cds_from_genomic.fna.gz GCF_002951655.1_cds_from_genomic.fna.gz GCF_000007905.1_cds_from_genomic.fna.gz GCF_006575625.1_cds_from_genomic.fna.gz GCF_009662435.1_cds_from_genomic.fna.gz GCF_001902395.1_cds_from_genomic.fna.gz GCF_000597965.1_cds_from_genomic.fna.gz GCF_008370835.2_cds_from_genomic.fna.gz
SIM90 GCF_009909405.1_cds_from_genomic.fna.gz GCF_002234515.1_cds_from_genomic.fna.gz GCF_900636335.1_cds_from_genomic.fna.gz GCF_005083845.1_cds_from_genomic.fna.gz GCF_001623725.1_cds_from_genomic.fna.gz GCF_000026905.1_cds_from_genomic.fna.gz GCF_001647765.1_cds_from_genomic.fna.gz GCF_000008985.1_cds_from_genomic.fna.gz GCF_001008015.1_cds_from_genomic.fna.gz GCF_003095695.1_cds_from_genomic.fna.gz
SIM91 GCF_004847145.1_cds_from_genomic.fna.gz GCF_009708195.1_cds_from_genomic.fna.gz GCF_003812725.1_cds_from_genomic.fna.gz GCF_009734325.1_cds_from_genomic.fna.gz GCF_004564175.1_cds_from_genomic.fna.gz GCF_009759845.1_cds_from_genomic.fna.gz GCF_001705995.2_cds_from_genomic.fna.gz GCF_003790525.1_cds_from_genomic.fna.gz GCF_000572155.1_cds_from_genomic.fna.gz GCF_001088345.2_cds_from_genomic.fna.gz
SIM92 GCF_009912095.1_cds_from_genomic.fna.gz GCF_000969985.1_cds_from_genomic.fna.gz GCF_900607275.1_cds_from_genomic.fna.gz GCF_000971565.1_cds_from_genomic.fna.gz GCF_007855455.1_cds_from_genomic.fna.gz GCF_000973645.1_cds_from_genomic.fna.gz GCF_003325335.1_cds_from_genomic.fna.gz GCF_012516395.1_cds_from_genomic.fna.gz GCF_003627335.1_cds_from_genomic.fna.gz GCF_009940325.1_cds_from_genomic.fna.gz
SIM93 GCF_009947575.1_cds_from_genomic.fna.gz GCF_003932915.1_cds_from_genomic.fna.gz GCF_005221945.1_cds_from_genomic.fna.gz GCF_000188735.1_cds_from_genomic.fna.gz GCF_001441205.1_cds_from_genomic.fna.gz GCF_002024285.1_cds_from_genomic.fna.gz GCF_003956225.1_cds_from_genomic.fna.gz GCF_002111125.1_cds_from_genomic.fna.gz GCF_001922485.1_cds_from_genomic.fna.gz GCF_000020105.1_cds_from_genomic.fna.gz
SIM94 GCF_002082745.1_cds_from_genomic.fna.gz GCF_900187275.1_cds_from_genomic.fna.gz GCF_003589805.1_cds_from_genomic.fna.gz GCF_001515745.1_cds_from_genomic.fna.gz GCF_003691445.1_cds_from_genomic.fna.gz GCF_000233875.1_cds_from_genomic.fna.gz GCF_001683065.1_cds_from_genomic.fna.gz GCF_005160785.1_cds_from_genomic.fna.gz GCF_009432415.1_cds_from_genomic.fna.gz GCF_002214305.1_cds_from_genomic.fna.gz
SIM95 GCF_003018535.1_cds_from_genomic.fna.gz GCF_900476445.1_cds_from_genomic.fna.gz GCF_002966755.1_cds_from_genomic.fna.gz GCF_008619935.1_cds_from_genomic.fna.gz GCF_002220985.3_cds_from_genomic.fna.gz GCF_003697205.1_cds_from_genomic.fna.gz GCF_011463755.1_cds_from_genomic.fna.gz GCF_000014585.1_cds_from_genomic.fna.gz GCF_010917675.1_cds_from_genomic.fna.gz GCF_000496455.2_cds_from_genomic.fna.gz
SIM96 GCF_003149695.1_cds_from_genomic.fna.gz GCF_003515605.1_cds_from_genomic.fna.gz GCF_003355415.1_cds_from_genomic.fna.gz GCF_000007125.1_cds_from_genomic.fna.gz GCF_001932515.1_cds_from_genomic.fna.gz GCF_009832845.1_cds_from_genomic.fna.gz GCF_000191485.1_cds_from_genomic.fna.gz GCF_008727155.1_cds_from_genomic.fna.gz GCF_008586805.1_cds_from_genomic.fna.gz GCF_007998065.1_cds_from_genomic.fna.gz
SIM97 GCF_006337265.1_cds_from_genomic.fna.gz GCF_002952875.1_cds_from_genomic.fna.gz GCF_001806345.1_cds_from_genomic.fna.gz GCF_003956485.1_cds_from_genomic.fna.gz GCF_000813205.1_cds_from_genomic.fna.gz GCF_010092485.1_cds_from_genomic.fna.gz GCF_009937825.1_cds_from_genomic.fna.gz GCF_001007125.1_cds_from_genomic.fna.gz GCF_006517035.1_cds_from_genomic.fna.gz GCF_003597595.1_cds_from_genomic.fna.gz
SIM98 GCF_001887575.1_cds_from_genomic.fna.gz GCF_002716885.1_cds_from_genomic.fna.gz GCF_001547895.1_cds_from_genomic.fna.gz GCF_000829275.1_cds_from_genomic.fna.gz GCF_008931245.1_cds_from_genomic.fna.gz GCF_003031895.1_cds_from_genomic.fna.gz GCF_003718635.1_cds_from_genomic.fna.gz GCF_900474865.1_cds_from_genomic.fna.gz GCF_002025065.1_cds_from_genomic.fna.gz GCF_003949595.2_cds_from_genomic.fna.gz
SIM99 GCF_008705235.1_cds_from_genomic.fna.gz GCF_001735655.2_cds_from_genomic.fna.gz GCF_001900435.1_cds_from_genomic.fna.gz GCF_002811555.3_cds_from_genomic.fna.gz GCF_003432305.1_cds_from_genomic.fna.gz GCF_000014025.1_cds_from_genomic.fna.gz GCF_002105615.1_cds_from_genomic.fna.gz GCF_003030285.1_cds_from_genomic.fna.gz GCF_000969985.1_cds_from_genomic.fna.gz GCF_001652645.1_cds_from_genomic.fna.gz
SIM100 GCF_008124045.1_cds_from_genomic.fna.gz GCF_003033905.1_cds_from_genomic.fna.gz GCF_000010085.1_cds_from_genomic.fna.gz GCF_001856725.1_cds_from_genomic.fna.gz GCF_001908455.1_cds_from_genomic.fna.gz GCF_009911775.1_cds_from_genomic.fna.gz GCF_003368125.1_cds_from_genomic.fna.gz GCF_001573105.1_cds_from_genomic.fna.gz GCF_004768585.1_cds_from_genomic.fna.gz GCF_000093185.1_cds_from_genomic.fna.gz
SIM101 GCF_000020285.1_cds_from_genomic.fna.gz GCF_900474745.1_cds_from_genomic.fna.gz GCF_009650055.1_cds_from_genomic.fna.gz GCF_001890205.1_cds_from_genomic.fna.gz GCF_004153985.1_cds_from_genomic.fna.gz GCF_001660565.1_cds_from_genomic.fna.gz GCF_000419405.1_cds_from_genomic.fna.gz GCF_001717645.1_cds_from_genomic.fna.gz GCF_001014305.1_cds_from_genomic.fna.gz GCF_003020005.1_cds_from_genomic.fna.gz
SIM102 GCF_000441695.1_cds_from_genomic.fna.gz GCF_005889975.1_cds_from_genomic.fna.gz GCF_003193725.1_cds_from_genomic.fna.gz GCF_003641305.1_cds_from_genomic.fna.gz GCF_001623665.2_cds_from_genomic.fna.gz GCF_002213885.1_cds_from_genomic.fna.gz GCF_002191575.1_cds_from_genomic.fna.gz GCF_000011285.1_cds_from_genomic.fna.gz GCF_000940915.1_cds_from_genomic.fna.gz GCF_000755765.1_cds_from_genomic.fna.gz
SIM103 GCF_900636305.1_cds_from_genomic.fna.gz GCF_000462955.1_cds_from_genomic.fna.gz GCF_001433515.1_cds_from_genomic.fna.gz GCF_001901045.1_cds_from_genomic.fna.gz GCF_001683515.1_cds_from_genomic.fna.gz GCF_004759025.1_cds_from_genomic.fna.gz GCF_000016685.1_cds_from_genomic.fna.gz GCF_008065435.1_cds_from_genomic.fna.gz GCF_004124195.2_cds_from_genomic.fna.gz GCF_900475425.1_cds_from_genomic.fna.gz
SIM104 GCF_002906515.1_cds_from_genomic.fna.gz GCF_000737405.1_cds_from_genomic.fna.gz GCF_001516305.2_cds_from_genomic.fna.gz GCF_000210995.1_cds_from_genomic.fna.gz GCF_002208645.1_cds_from_genomic.fna.gz GCF_009912875.1_cds_from_genomic.fna.gz GCF_000468915.2_cds_from_genomic.fna.gz GCF_003966505.1_cds_from_genomic.fna.gz GCF_003037615.2_cds_from_genomic.fna.gz GCF_001580515.1_cds_from_genomic.fna.gz
SIM105 GCF_001021875.1_cds_from_genomic.fna.gz GCF_001188935.1_cds_from_genomic.fna.gz GCF_000011465.1_cds_from_genomic.fna.gz GCF_004124075.1_cds_from_genomic.fna.gz GCF_004153965.1_cds_from_genomic.fna.gz GCF_004101425.1_cds_from_genomic.fna.gz GCF_000784985.1_cds_from_genomic.fna.gz GCF_003813025.1_cds_from_genomic.fna.gz GCF_000750315.1_cds_from_genomic.fna.gz GCF_002310675.1_cds_from_genomic.fna.gz
SIM106 GCF_001280325.1_cds_from_genomic.fna.gz GCF_002945755.1_cds_from_genomic.fna.gz GCF_001456215.1_cds_from_genomic.fna.gz GCF_003955775.1_cds_from_genomic.fna.gz GCF_004772175.1_cds_from_genomic.fna.gz GCF_000302515.1_cds_from_genomic.fna.gz GCF_900638505.1_cds_from_genomic.fna.gz GCF_003288275.1_cds_from_genomic.fna.gz GCF_003939065.1_cds_from_genomic.fna.gz GCF_000832785.1_cds_from_genomic.fna.gz
SIM107 GCF_000012165.2_cds_from_genomic.fna.gz GCF_007632435.1_cds_from_genomic.fna.gz GCF_009913255.1_cds_from_genomic.fna.gz GCF_002213845.1_cds_from_genomic.fna.gz GCF_002202035.1_cds_from_genomic.fna.gz GCF_000696465.1_cds_from_genomic.fna.gz GCF_000010485.1_cds_from_genomic.fna.gz GCF_000019005.1_cds_from_genomic.fna.gz GCF_001272895.1_cds_from_genomic.fna.gz GCF_002220655.1_cds_from_genomic.fna.gz
SIM108 GCF_002846075.1_cds_from_genomic.fna.gz GCF_006711525.1_cds_from_genomic.fna.gz GCF_000219705.1_cds_from_genomic.fna.gz GCF_008693425.1_cds_from_genomic.fna.gz GCF_009912735.1_cds_from_genomic.fna.gz GCF_000742755.1_cds_from_genomic.fna.gz GCF_002068175.1_cds_from_genomic.fna.gz GCF_004120175.1_cds_from_genomic.fna.gz GCF_004923395.1_cds_from_genomic.fna.gz GCF_002209025.1_cds_from_genomic.fna.gz
SIM109 GCF_002952635.1_cds_from_genomic.fna.gz GCF_003032075.1_cds_from_genomic.fna.gz GCF_003351585.1_cds_from_genomic.fna.gz GCF_002811335.3_cds_from_genomic.fna.gz GCF_006338815.1_cds_from_genomic.fna.gz GCF_900638495.1_cds_from_genomic.fna.gz GCF_000831105.1_cds_from_genomic.fna.gz GCF_008244725.1_cds_from_genomic.fna.gz GCF_002216685.1_cds_from_genomic.fna.gz GCF_001558215.1_cds_from_genomic.fna.gz
SIM110 GCF_002863725.1_cds_from_genomic.fna.gz GCF_002447475.1_cds_from_genomic.fna.gz GCF_000800765.1_cds_from_genomic.fna.gz GCF_001005925.2_cds_from_genomic.fna.gz GCF_002000645.1_cds_from_genomic.fna.gz GCF_001973275.2_cds_from_genomic.fna.gz GCF_000756145.1_cds_from_genomic.fna.gz GCF_000319675.2_cds_from_genomic.fna.gz GCF_001506485.1_cds_from_genomic.fna.gz GCF_002863885.1_cds_from_genomic.fna.gz
SIM111 GCF_002023005.1_cds_from_genomic.fna.gz GCF_002892595.1_cds_from_genomic.fna.gz GCF_001953235.1_cds_from_genomic.fna.gz GCF_005222625.1_cds_from_genomic.fna.gz GCF_004319665.1_cds_from_genomic.fna.gz GCF_007997855.1_cds_from_genomic.fna.gz GCF_006364695.1_cds_from_genomic.fna.gz GCF_006742205.1_cds_from_genomic.fna.gz GCF_005222325.1_cds_from_genomic.fna.gz GCF_900747785.1_cds_from_genomic.fna.gz
